id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
963096202731042967,coal harbour-downtown1BR+Free Parking,91920950,Darya,,Downtown,49.287692686467594,-123.12471944978974,Entire home/apt,253,3,20,2024-04-29,2.78,1,83,20,24-165569
963096341334471731,5-S  Private room,215026365,Bellie,,Riley Park,49.25510649381231,-123.09168222704595,Private room,66,1,2,2023-09-22,0.26,19,268,2,Exempt
963243481289263599,Vancouver 3bedrooms 3baths,337105657,Elsa,,Kensington-Cedar Cottage,49.24068699784635,-123.06482343899243,Entire home/apt,200,30,0,,,1,269,0,
963360598575374624,Homely 1BR in Central Vancouver | 15 min to DT,451723887,Nga Yu,,Kensington-Cedar Cottage,49.24388,-123.05761,Entire home/apt,102,2,23,2024-03-27,2.89,3,111,23,24-159889
963378791713777319,Beautiful Panoramic Water View Appartment,8748149,Daniel,,Downtown Eastside,49.2838,-123.10741,Entire home/apt,368,1,19,2024-04-17,2.29,1,42,19,24-159875
963412249199933725,Lovely 2BR in Vancouver,533205468,Summer,,Renfrew-Collingwood,49.24031,-123.02666,Entire home/apt,142,2,16,2024-04-22,2.18,1,62,16,24-159928
963465166495235686,Unbeatable Location in DT,64578295,Daniel,,Downtown,49.27989235426563,-123.10834718514678,Entire home/apt,258,30,0,,,1,90,0,
963502082181754589,Stunning Studio in Gastown,31853160,Lydia,,Downtown,49.28464,-123.10569,Entire home/apt,,30,0,,,1,0,0,
963817729238238002,"Cozy, Spacious, Renovated, Kitsilano 1 BR Suite",197127241,Jacob,,Kitsilano,49.26323,-123.16246,Entire home/apt,81,30,3,2024-04-03,0.42,34,225,3,
963831929887336080,Queen bed. Bus to downtown in front of house.,58410001,Lola,,Victoria-Fraserview,49.2148455,-123.0768704,Private room,150,30,0,,,9,294,0,
963842992095812291,East Van Fig Delight 1 bedroom,13480596,Yvette,,Kensington-Cedar Cottage,49.24074887905587,-123.06015389206543,Private room,74,1,15,2024-04-05,1.91,4,42,15,24-157589
963904086594469894,Exquisitely New & Lovely Skytrain  1 Bedroom Suite,45938665,Lewis,,Renfrew-Collingwood,49.252613590841634,-123.04998709025934,Entire home/apt,158,3,1,2024-04-22,1,1,62,1,24-157600
963936825862687779,Queen bed. Bus to downtown in front of house,58410001,Lola,,Victoria-Fraserview,49.2148455,-123.0768704,Private room,150,30,0,,,9,365,0,
964456896700890845,Clean & Bright 1-Bedroom Kits Condo,227662329,Jordan,,Kitsilano,49.27115447729934,-123.14583598069802,Entire home/apt,118,30,3,2024-03-27,0.49,123,158,3,
964457863802306131,Yaletown luxury living,35787950,Lorenzo,,Downtown,49.27348,-123.11633,Entire home/apt,150,31,0,,,1,269,0,18-617698
964485854414023240,The Ideal Kitsilano Condo - Near Kits Beach,227662329,Jordan,,Kitsilano,49.26924,-123.14791,Entire home/apt,114,30,2,2024-03-10,0.71,123,201,2,
964502430828251042,Chic Condo in the Heart of Kitsilano,227662329,Jordan,,Kitsilano,49.27047196468275,-123.14759626215633,Entire home/apt,63,30,4,2024-04-30,0.54,123,122,4,
964516654908800831,Entire NEW Cozy and Modern 2-storey HOUSE,24337931,Daniel,,Renfrew-Collingwood,49.2473215,-123.0342498,Entire home/apt,316,2,5,2023-12-26,0.60,1,241,5,24-159776
964601331843112625,"Cozy, Spacious, 1 Bedroom Kitsilano Gem",197127241,Jacob,,Kitsilano,49.26640448357214,-123.15775953797299,Entire home/apt,80,30,3,2024-04-28,0.85,34,43,3,
964633786107362007,Room in Heart of Vancouver,405670214,Aneetan,,Victoria-Fraserview,49.2242743,-123.0770833,Private room,110,1,9,2023-10-21,1.08,2,248,9,23-269468
964748104209392799,Private guesthouse with patio,533560019,Lea,,Hastings-Sunrise,49.270577118199476,-123.04013918208477,Entire home/apt,189,2,18,2024-04-27,2.22,1,51,18,24-159942
964761087412867943,#2 10分钟可达温哥华机场，一间独立睡房,304779606,Janice,,Victoria-Fraserview,49.20980904830567,-123.06875319016608,Private room,81,1,53,2024-04-30,7.54,6,6,53,24-158659
964819212098968962,11-5 Private room 6 min walk to skytrain,357531934,Billie,,Kensington-Cedar Cottage,49.26185,-123.07366,Private room,62,1,7,2024-03-25,0.86,19,264,7,Exempt
965152970102994187,First floor in a house,533652101,Lin,,Renfrew-Collingwood,49.23678649414119,-123.0537334944764,Private room,175,1,17,2024-03-30,2.06,1,199,17,24-160016
965492273771791851,Historic Modern Gastown Loft,144562767,Nina,,Downtown Eastside,49.28356,-123.10309,Entire home/apt,,2,7,2023-10-21,0.86,2,0,7,23-786524
965621128355194211,Olympic Village Oasis |Downtown Van |Free Parking,491249409,Carlos,,Mount Pleasant,49.2695803,-123.1092586,Entire home/apt,251,1,26,2024-04-18,4.15,1,149,26,24-160130
965908261262902431,Modern 1 BDRM Condo in the Heart of DT Vancouver,116874211,Kia,,Downtown,49.278734,-123.1073922,Entire home/apt,196,1,59,2024-04-27,7.63,1,32,59,24-159891
965926062782331024,Gastown Gem: Cozy Condo with Stunning Patio,53796984,Julia,,Downtown Eastside,49.2810099168891,-123.10631071534422,Entire home/apt,220,2,7,2024-04-30,3.75,1,34,7,24-169916
965961609058402786,"Central Downtown - 3 Bedroom, 2 Bathroom",349804247,Εlvis,,Downtown,49.27753559711952,-123.12867657640888,Entire home/apt,287,1,24,2024-04-14,3.58,36,140,24,24-159467
966221396225646994,Room with private bathroom #5,447797344,An,,Kerrisdale,49.23226443436893,-123.14703397680995,Private room,,3,7,2024-03-01,0.94,10,5,7,23-484930
966605738051549600,Modern Yaletown With Pool,447094701,Emma,,Downtown,49.27721086929679,-123.11549265025218,Entire home/apt,119,90,2,2024-03-04,0.38,14,249,2,
966828805323353795,19- 10 One private room,215026365,Bellie,,Riley Park,49.2528424540169,-123.09008252429216,Private room,59,10,1,2024-02-11,0.37,19,257,1,Exempt
966831408876067063,Modern Downtown Studio,534050034,Mary,,Downtown,49.2754303,-123.1332786,Entire home/apt,165,90,32,2024-04-19,4.21,1,267,32,23-268672
966837345074636980,11-30-2 Private room 7 min walk to sky train,215026365,Bellie,,Kensington-Cedar Cottage,49.26163,-123.07372,Private room,60,30,0,,,19,269,0,
967076889309551906,Cozy & Convenient Basement Suite,534093963,Hsiao,,Kensington-Cedar Cottage,49.24367,-123.07341,Entire home/apt,122,2,11,2024-04-21,1.91,1,134,11,24-160040
967293076845618221,Panorama Guest Retreat & Fresh Baked Treats!,534144392,Janice,,Kerrisdale,49.23162,-123.1583,Private room,72,30,0,,,1,58,0,
967306038523354350,New Passive House Duplex in Kits,145271794,Pamela,,Kitsilano,49.26589,-123.18237,Entire home/apt,700,2,0,,,1,294,0,24-160092
967515496905922725,Casa De Paix,615283,Aria,,Downtown,49.27868,-123.12644,Entire home/apt,150,30,0,,,1,73,0,
967540885798878392,Unique Yaletown 2 bedroom suite,95217850,Mauricio,,Downtown,49.2738282,-123.1237828,Entire home/apt,185,90,0,,,44,150,0,
967662702180312646,Modern Marinaside 2 bed suite,95217850,Mauricio,,Downtown,49.2718761,-123.1219957,Entire home/apt,190,90,3,2024-03-26,0.51,44,180,3,
967706625147011529,Newly Renovated Spacious Home - Central Location,489489071,Gordon,,Sunset,49.21778580228246,-123.09025883106395,Entire home/apt,295,2,2,2023-10-08,0.27,7,305,2,23-270268
967707115811759226,"Staycation in New 2-Bedroom Condo, Japantown",440873882,Daniel,,Downtown Eastside,49.28401,-123.09688,Entire home/apt,280,2,11,2024-04-11,1.36,2,125,11,24-204777
967809271710051497,"Central Loft: Style, Comfort & Prime Location 4PPL",534268951,Wan,,Downtown,49.2792118,-123.1214803,Entire home/apt,212,2,30,2024-04-21,3.69,1,207,30,24-159846
968064496485864987,Coal Harbour Contemporary Condo,227662329,Jordan,,West End,49.28959,-123.13105,Entire home/apt,301,30,1,2023-11-21,0.18,123,195,1,
968102534838911721,Upstairs master bedroom with King-size Bed,206149935,Alex,,Kensington-Cedar Cottage,49.23288,-123.06837,Private room,56,1,37,2024-04-24,4.70,4,1,37,24-165568
968107664754833716,Downtown x High Rise x 2 BDR ¹⁶,349804247,Εlvis,,Downtown,49.27844914182052,-123.10831690800413,Entire home/apt,298,1,29,2024-04-14,4.05,36,53,29,24-158780
968145198508026455,Stylish Dual Bedroom Suite in Van West,522055175,Melissa,,Arbutus Ridge,49.24131,-123.16851,Entire home/apt,227,1,2,2024-01-01,0.37,1,86,2,24-159816
968207932749862784,Yaletown 2 bed unit,95217850,Mauricio,,Downtown,49.2757072,-123.1248065,Entire home/apt,,90,0,,,44,131,0,
968223144656908946,Stylish 2 bedroom suite,95217850,Mauricio,,Downtown,49.2795653,-123.1197934,Entire home/apt,145,30,1,2023-11-01,0.16,44,116,1,
968252406809403936,"Stylish, Modern, Central 2 BR Suite With Patio",197127241,Jacob,,Fairview,49.26083522974225,-123.14146078124942,Entire home/apt,160,30,2,2024-01-06,0.31,34,87,2,
968269964729052912,"Private, 2 Level, 2 Balcony, Boutique Apartment",197127241,Jacob,,Fairview,49.26136410798198,-123.14381397964092,Entire home/apt,150,30,3,2024-04-13,0.49,34,194,3,
968322564457516785,Queen Studio in the heart of Downtown,308978508,Chan,,Downtown,49.28032248719649,-123.12184371211143,Entire home/apt,175,2,21,2024-04-26,2.65,1,63,21,24-158019
968331083114793330,Air-conditioned room A (Room 1),269773405,Edmond,,Kensington-Cedar Cottage,49.23607123090904,-123.0767060259191,Private room,118,1,3,2023-09-24,0.38,3,267,3,24-159987
968341627290263675,Cute room with a pull-out bed (Room 2),269773405,Edmond,,Kensington-Cedar Cottage,49.236550858246105,-123.07471981481486,Private room,108,1,2,2023-09-18,0.26,3,267,2,24-159987
968410822031599214,West in West,534427978,Yuan,,Dunbar Southlands,49.236066367373475,-123.18347249981383,Entire home/apt,118,2,9,2024-04-27,1.39,1,242,9,24-165577
968798381843813281,Olympic Village Condo with AC,227662329,Jordan,,Mount Pleasant,49.27140397011962,-123.10183916670931,Entire home/apt,234,30,26,2024-04-20,3.38,123,170,26,24-159980
969537305306541316,Stunning OceanView in Quiet Yaletown,327536542,Craig,,Downtown,49.27280045242381,-123.1267208716322,Entire home/apt,,2,10,2024-04-23,1.79,1,296,10,23-178253
969545323180749749,Guest suite in Vancouver.,529433381,Huong,,Renfrew-Collingwood,49.2417259,-123.0473632,Entire home/apt,134,2,27,2024-04-30,6.48,1,102,27,24-160143
969612514217288627,Spacious 5-bedroom near UBC/DT,349804247,Εlvis,,Dunbar Southlands,49.25423,-123.17862,Entire home/apt,327,1,23,2024-03-27,3.09,36,54,23,24-159311
969620536455728172,Studio Central Vancouver Sunset,95452117,Rainer,,Sunset,49.22476,-123.0884,Entire home/apt,,30,1,2024-01-31,0.32,1,0,1,
969653392389060980,Great View Downtown Vancouver - 2BR+Den+Parking,85398916,Ralph,,Downtown,49.28075908223944,-123.1077960404951,Entire home/apt,350,3,18,2024-04-21,3.12,1,51,18,24-173362
969653944202409710,Stylish & Central Studio in the Heart of Vancouver,534715787,Grace,,West End,49.28084987155527,-123.12765659481998,Entire home/apt,189,2,22,2024-04-22,3.82,1,93,22,23-260265
969684207253039870,BC Place/City View/Rogers Arena/Skytrain/Pool/Gym!,455106105,Andrew,,Downtown Eastside,49.28017000940641,-123.10472195797551,Entire home/apt,,1,40,2024-04-29,5.26,3,62,40,24-125536
969710158705702652,Cozy Modern Downtown Home 2BR+2BA,14588409,Nicole,,Downtown,49.276311109521544,-123.11387125870554,Entire home/apt,212,31,0,,,1,239,0,
969744464140988284,Heart of Downtown/Granville St/Loft/ Natural Light,453373158,Alex,,Downtown,49.2798532042361,-123.11906529295612,Entire home/apt,,2,56,2024-04-27,7.12,4,62,56,24-141621
969770073141479761,"Artist loft, mountain views, in heart of city!",130517044,Jay,,Strathcona,49.26695720292834,-123.09580592342722,Entire home/apt,191,2,8,2024-04-22,2.35,1,31,8,23-272045
969881536362588320,"Charming, Spacious Home Near UBC",21663295,Ceaser,,West Point Grey,49.2611101,-123.188262,Entire home/apt,235,2,15,2024-04-23,1.92,1,15,15,24-160003
969907977122981593,Luxury Home in Vancouver,534766347,Narinder,,Victoria-Fraserview,49.2222508,-123.0590708,Entire home/apt,499,1,7,2024-04-29,0.98,1,66,7,23-269332
969929897430359978,Bright One-Bedroom - Heart of Downtown Vancouver,25451003,Ava,,West End,49.2836879,-123.1226001,Entire home/apt,148,30,3,2024-04-18,0.52,1,330,3,
969935303588714711,Adorable 4B House-Vancouver West Free Parking,523364264,Chen,,Marpole,49.215781944928985,-123.12355926844742,Entire home/apt,392,1,16,2024-04-15,2.04,3,236,16,24-159463
970168734801140652,Master Bedroom - New Central Ground Level Suite,489489071,Gordon,,Sunset,49.21918414650268,-123.09043638348375,Private room,72,1,4,2023-11-12,0.62,7,26,4,23-270268
970338075928000393,Sunny Studio Bed & Breakfast,32780644,Willo,,Hastings-Sunrise,49.28285,-123.0565,Private room,94,2,12,2023-11-19,1.52,2,145,12,24-159098
970341253612692433,"Modern Clean 1BR w/Stunning View, A/C&Free Parking",10596504,Napatsanan,,Downtown,49.27989,-123.10864,Entire home/apt,181,2,27,2024-04-28,3.33,1,30,27,23-258539
970431967548785720,New Private Room 8 Minutes to Downtown,534891754,MengQing,,Kitsilano,49.25987904643546,-123.14924116442292,Private room,113,2,17,2024-05-01,2.17,2,350,17,23-262989
970439991463445612,"Queen BD,1/2 Private washroom, Full kitchen Laundy",206149935,Alex,,Kensington-Cedar Cottage,49.235,-123.06725,Private room,83,1,30,2024-04-21,3.80,4,9,30,24-165568
970485241341974364,3 brand new bedroom upper house,331380528,Minh,,Renfrew-Collingwood,49.24813645059127,-123.0245450614564,Entire home/apt,313,1,14,2024-04-01,1.73,1,185,14,24-159888
970490564760322489,Spacious Fully Furnished 2-BR Suite,533706381,Rachel,,Kitsilano,49.26336,-123.1717,Entire home/apt,161,30,2,2024-03-01,0.33,1,145,2,
971124572298908938,Newly Close Airport & City Center Free Parking2BD,115915499,Zoe,,Sunset,49.214895291648716,-123.08938232239552,Entire home/apt,166,1,32,2024-04-22,4.29,1,178,32,24-159931
971801070645651359,"Hidden Gem in E.Van,Queen BD,Kitchen,Free Laundry",206149935,Alex,,Kensington-Cedar Cottage,49.23467,-123.06801,Private room,59,1,40,2024-03-10,5.08,4,5,40,24-165568
971919051354071528,New Private Room 8 Minutes to Downtown,534891754,MengQing,,Kitsilano,49.25859,-123.15058,Private room,107,2,21,2024-04-19,2.67,2,260,21,23-262989
971947481764843330,Cozy 1 Bdrm private suite Mount Pleasant,106090002,Jo,,Riley Park,49.25521,-123.09039,Entire home/apt,170,1,1,2023-10-12,0.15,2,297,1,24-184803
972471427974985010,11-30-2 Private room,357531934,Billie,,Kensington-Cedar Cottage,49.26183,-123.07532,Private room,58,30,0,,,19,270,0,
972579096685582150,Cozy suite in Shaughnessy,307160091,Nyssa,,Shaughnessy,49.235410188677,-123.13495571244553,Private room,135,2,3,2024-04-25,0.41,3,216,3,23-244228
972589926387643389,Cozy 1 bedroom condo w parking,447797344,An,,Downtown,49.27414,-123.11596,Entire home/apt,,20,1,2024-02-05,0.34,10,104,1,23-3837363
972625418580188008,19-1 Private room near downtown,357531934,Billie,,Riley Park,49.25315,-123.0916,Private room,64,1,2,2024-04-14,0.28,19,262,2,Exempt
972654536327028442,Cozy & Central with King Bed/ Parking,494499993,Izabela,,Downtown,49.280520991273534,-123.12491922801605,Entire home/apt,,1,11,2024-04-13,3.51,1,206,11,24-159980
973124767761009965,19-1 Private room,215026365,Bellie,,Riley Park,49.25321,-123.09163,Private room,59,1,0,,,19,268,0,Exempt
973177102320456491,Cozy 2 Bedroom Suite,533121882,Yan,,Dunbar Southlands,49.24250386226602,-123.17410608298334,Private room,200,1,0,,,1,255,0,Exempt
973179206514018336,Extra Private Room - House only shared w/ 1 guest,58897540,Kevin,,Victoria-Fraserview,49.21751289096844,-123.07571322790155,Private room,100,30,2,2023-12-01,0.30,8,89,2,
973258393610061991,"Renovated, Central, Kitsilano 1 Bedroom Suite",197127241,Jacob,,Kitsilano,49.26463,-123.1608,Entire home/apt,125,30,3,2024-04-17,0.58,34,243,3,
973269063047467526,Bright studio! WiFi & Free pkg!,31065,Mj,,Victoria-Fraserview,49.22355,-123.07734,Entire home/apt,103,30,2,2024-01-13,0.39,3,37,2,
973301434236164769,1 bdrm apt. in heritage home - quick walk to beach,535526634,Ann,,Kitsilano,49.26625364090806,-123.16238194102328,Entire home/apt,144,3,17,2024-04-28,2.67,1,232,17,23-241753
973375001912307429,Central Vancouver Apartment,8064941,Shan,,Downtown,49.27917,-123.12038,Private room,84,30,0,,,1,246,0,
973394471723371741,Heart of Vancouver Downtown,4756619,Christine,,Downtown,49.27654077791747,-123.12793955140268,Entire home/apt,128,90,1,2023-12-25,0.23,1,188,1,
973438165463370718,Comfy room close to DT Vancouver & YVR,64940349,Sheila,,Marpole,49.21179178882182,-123.14427290766832,Private room,111,3,9,2024-04-12,1.15,4,135,9,24-159547
973584624232818358,Beautiful 1BR in Kits Near Beach,385094,Bernice,,Kitsilano,49.27005349908068,-123.15117643833932,Entire home/apt,249,30,4,2024-03-31,0.65,1,61,4,
974012242115377994,Your home in city center,11275442,Mengou,,Dunbar Southlands,49.23767,-123.19464,Entire home/apt,364,1,0,,,2,65,0,23-263460
974083230579235982,Convenient to Attractions & Close to Airport 4Bed,305121472,Lixing,,Victoria-Fraserview,49.21370996240442,-123.06610696813553,Entire home/apt,205,3,18,2024-04-20,2.63,1,68,18,23-156635
974120171033039693,Comfortable queen bed room near Central Park,464772161,Maggie,,Renfrew-Collingwood,49.24516,-123.0241,Private room,62,1,21,2024-04-30,2.69,2,149,21,24-160051
974588279692695636,Designer Studio In West Side Vancouver,227662329,Jordan,,Kitsilano,49.26577,-123.15504,Entire home/apt,105,30,4,2024-03-01,0.71,123,263,4,
974743913309672707,Chic 1BR Condo in Coal Harbour,535863192,Iman,,West End,49.28618566036925,-123.12433992808762,Entire home/apt,385,2,16,2024-04-21,2.77,1,86,16,24-160069
974871039166364595,Centrally-located luxury home with views & cinema!,212169049,Shurman,,Killarney,49.2229554962923,-123.03727727586802,Entire home/apt,700,3,2,2024-03-18,0.72,1,196,2,24-165574
974927874618009317,Bedroom 2 - Comfortable & Central Ground Lvl Suite,489489071,Gordon,,Sunset,49.21767,-123.08967,Private room,67,1,15,2024-04-04,2.04,7,180,15,23-270268
974969332595564245,Downtown Condo with 1 Bed 1 Bath (Avenue One),483350655,Steve,,Mount Pleasant,49.26849601495911,-123.10981144275695,Entire home/apt,120,30,0,,,1,88,0,
975313094714726172,Newly Furnished Fairview Condo,227662329,Jordan,,Fairview,49.26058200023194,-123.13951234064777,Entire home/apt,83,30,2,2024-03-01,0.34,123,184,2,
975380501012444513,Comfortable East Van Home,10976720,Mary,,Mount Pleasant,49.25873860323038,-123.08190065117101,Entire home/apt,225,90,0,,,1,272,0,
975467003197909572,Private Guesthouse,58897540,Kevin,,Sunset,49.21911922165115,-123.07770287354509,Private room,60,30,3,2024-01-12,0.47,8,365,3,
975518183770095358,Stunning Views of Vancouver,64672553,Austin,,Downtown,49.275783310211,-123.1022975828873,Entire home/apt,,30,0,,,1,0,0,
975560008770498517,Cozy 2 bedroom condo in downtown with free parking,522056636,Timi,,West End,49.279151772775144,-123.13138604424172,Entire home/apt,317,1,5,2024-02-21,0.91,1,56,5,24-159510
975585376369346682,Bedroom 1 - Comfortable & Central Ground Lvl Suite,489489071,Gordon,,Sunset,49.22,-123.09035,Private room,67,1,21,2024-04-15,2.89,7,177,21,23-270268
975663902139540331,Private Room w/Queen Bed in Vancouver West Dunbar,452978884,Jane,,Dunbar Southlands,49.24033778141245,-123.19562303358785,Private room,105,1,4,2023-10-27,0.54,2,12,4,23-269083
975669649038301703,Spacious Private Room w/King Bed in Dunbar,452978884,Jane,,Dunbar Southlands,49.242100958478815,-123.19434111598784,Private room,135,1,1,2023-10-04,0.14,2,13,1,23-269083
975723276668480204,Private Bedroom with Private Dedicated Bathroom,480208011,Eren,,Grandview-Woodland,49.27037610000001,-123.0707959,Private room,101,1,59,2024-04-19,8.01,1,1,59,24-158976
975995957512179640,Luxurious Getaway in Vancouver Private Bedroom 1,533874512,XiaoBing,,Oakridge,49.22891,-123.11416,Private room,134,1,1,2024-01-30,0.32,8,141,1,24-159952
976104892781218480,"Room with King Bed, Private Bath and Cozy Pantry",525965318,Vivi,,Victoria-Fraserview,49.23003901390322,-123.06572414889786,Private room,169,2,4,2024-02-16,0.54,3,308,4,24-159869
976113356446933223,Cozy Master Room in the heart of East Vancouver,525965318,Vivi,,Victoria-Fraserview,49.229922507508235,-123.0662381585856,Private room,190,2,8,2024-01-04,1.04,3,286,8,24-159869
976129941578751168,11-1 Private room,357531934,Billie,,Kensington-Cedar Cottage,49.26015,-123.07529,Private room,57,1,2,2024-04-08,0.95,19,270,2,Exempt
976215610157641295,Luxurious Getaway in Vancouver Private Bedroom 2,533874512,XiaoBing,,Oakridge,49.22923,-123.11623,Private room,124,1,0,,,8,169,0,24-159952
976216930852369803,Luxurious Getaway in Vancouver Private Bedroom 3,533874512,XiaoBing,,Oakridge,49.23045,-123.11428,Private room,124,1,0,,,8,174,0,24-159952
976255006439000780,Luxurious Getaway in Vancouver Private Bedroom 5,533874512,XiaoBing,,Oakridge,49.23036,-123.11562,Private room,124,1,0,,,8,180,0,24-159952
976262118849452336,Luxurious Getaway in Vancouver Private Bedroom 6,533874512,XiaoBing,,Oakridge,49.2285,-123.11638,Private room,124,1,0,,,8,172,0,24-159952
976282778777619243,Luxurious Getaway in Vancouver Private Bedroom 7,533874512,XiaoBing,,Oakridge,49.23039387497605,-123.11555192852944,Private room,125,1,1,2023-10-21,0.15,8,175,1,24-159952
976292156161451541,Luxurious Getaway in Vancouver Private Bedroom 8,533874512,XiaoBing,,Oakridge,49.22913,-123.1142,Private room,125,1,2,2023-10-08,0.29,8,171,2,24-159952
976323374442198239,Vancouver Haven:Private Bedroom & Private Bathroom,505371784,Victoria,,West Point Grey,49.2594,-123.21473,Private room,111,1,1,2024-03-29,0.86,6,21,1,24-159782
976345525266505883,Vancouver Haven: Private Bedroom G,505371784,Victoria,,West Point Grey,49.261070242173645,-123.21284057218064,Private room,111,1,0,,,6,30,0,24-159782
976357374389096380,Vancouver Haven: Private Bedroom L,505371784,Victoria,,West Point Grey,49.25970006604499,-123.21475861679745,Private room,110,1,0,,,6,52,0,24-159782
976362401453839525,Vancouver Haven: Private Bedroom V,505371784,Victoria,,West Point Grey,49.25919380541688,-123.21405685480123,Private room,126,1,0,,,6,32,0,24-159782
976373245090380845,Vancouver Haven:Private Bedroom & Private Bathroom,505371784,Victoria,,West Point Grey,49.25909342834332,-123.21463577296329,Private room,106,1,1,2023-09-15,0.13,6,17,1,24-159782
976393774932251397,Queen bed. 20 minutes to downtown.,58410001,Lola,,Sunset,49.21436,-123.0777,Private room,150,30,3,2024-02-13,0.44,9,335,3,
976419896527311789,Downtown 3bd/2ba +View+Skytrain+2 Free Parking,148868431,Lillian,,Downtown,49.277715466461835,-123.10844977886657,Entire home/apt,391,3,32,2024-03-31,4.10,2,128,32,Exempt
977453445740235149,UBC best house unit  G,473893690,Kun,,Arbutus Ridge,49.24045759023638,-123.15654587862872,Private room,132,30,0,,,8,153,0,23-157137
977465184215734078,A spacious private bedroom,466964406,Kanchan,,Victoria-Fraserview,49.219395457814265,-123.0612789141064,Private room,60,30,0,,,1,89,0,
977524592461214096,Luxury 2BD condo with spectacular view!,160999535,Doug,,Downtown,49.27464349504058,-123.13184930132759,Entire home/apt,,90,1,2024-03-02,0.48,5,0,1,
977870919442335964,Luxe Gastown - 2bed - pets ok,509345658,Milad,,Downtown Eastside,49.283695662367585,-123.10900781438426,Entire home/apt,350,2,22,2024-04-24,3.04,2,146,22,24-160015
977940327536550459,Cozy East Van Retreat-Coffee-Parks-10min Downtown,48377993,Ryan,,Hastings-Sunrise,49.26976089999999,-123.0478364,Entire home/apt,124,3,11,2024-04-22,1.47,2,248,11,24-160017
978261624521687162,Comfortable Mount Pleasant Condo,227662329,Jordan,,Mount Pleasant,49.2606906680311,-123.0996450806094,Entire home/apt,113,30,3,2024-03-01,0.45,123,269,3,
978278262162618233,Entire 1bed&1bath Coal Harbour,501233430,Ars,,Downtown,49.2895,-123.11875,Entire home/apt,152,90,14,2024-04-07,1.99,4,117,14,24211315
978326620963810661,AC/Free Parking/Skytrain/Gym/Roof Top/Sleep 7 ppl!,486251819,George,,Mount Pleasant,49.2676,-123.10077,Entire home/apt,,1,60,2024-04-28,8.26,4,59,60,24-113251
978420294447266345,Spacious Downtown Room |Close to English Bay Beach,536677432,Aman,,Downtown,49.27735942158801,-123.13111376268095,Private room,124,1,20,2024-04-28,2.61,1,49,20,24-160120
979031107446239556,Luxury apartment downtown centrally located,47489187,Tushar,,Downtown,49.27969543103557,-123.1266195073937,Entire home/apt,332,1,38,2024-05-01,5.14,1,59,38,24-159684
979100097662007993,Private Rm / Hacienda by the Sea,7784624,Lisa,,West End,49.282279091628766,-123.1371514770682,Private room,88,30,1,2024-01-03,0.25,1,347,1,
979115090468996112,Comfy & Convenient Condo off Main Street,227662329,Jordan,,Mount Pleasant,49.26063,-123.1002,Entire home/apt,71,30,2,2024-04-11,0.39,123,330,2,
979140492311735671,Insane View/Stadium/Pool/HotTub/Stand Desk/Sleep 7,319023064,Jon,,Downtown Eastside,49.28022,-123.10916,Entire home/apt,,1,56,2024-04-28,7.50,5,62,56,24-154296
979143877431047184,Feel the Heart of Vancouver City,536696755,Sophie,,Downtown,49.27719,-123.12448,Entire home/apt,241,3,35,2024-04-29,4.82,1,45,35,24-159715
979265346950845617,The Ava at Le Soleil Exclusive Suites,536871978,Ivan,,Downtown,49.2853077,-123.1182531,Entire home/apt,217,2,19,2024-04-28,2.50,3,268,19,23-123004
979269535286414015,The Mini Studio Suite - close to downtown,108929417,Milad,,Kensington-Cedar Cottage,49.26041,-123.0606,Entire home/apt,92,1,4,2024-04-16,4,1,2,4,23-157635
979342449975890334,UBC room share bathroom&two bed,200467062,Elena,,West Point Grey,49.261141732325946,-123.20323811718268,Private room,59,1,7,2024-03-13,0.95,7,0,7,24-208101
979623849394679486,5BD & 3.5BA close to Dunbar&UBC,157534474,Shan,,Dunbar Southlands,49.2404,-123.1733,Entire home/apt,443,2,2,2023-12-31,0.31,1,152,2,23-283267
979699480365405170,2BR 1BA | Guest Suite in Little Saigon | Parking,536711383,Trung Dung,,Kensington-Cedar Cottage,49.23735681805875,-123.07046333295597,Entire home/apt,204,30,3,2024-04-27,3,1,316,3,24-152531
979777397107226432,"230-Modern, New, Beautiful 2 bedrooms PrivateSuite",524522781,Monica,,Sunset,49.21456,-123.10046,Entire home/apt,134,30,2,2024-04-09,0.41,5,177,2,
979885288817008258,Room 2 温哥华市中心的舒适优雅独立卫生间大床套房,217441140,Elaine Owen,,Kerrisdale,49.228532642185044,-123.15014831448882,Private room,90,1,13,2024-04-15,2.75,8,227,13,24-170225
979911523694843918,The Chester Suite at Le Soleil,536871978,Ivan,,Downtown,49.2853077,-123.1182531,Entire home/apt,,1,8,2024-01-24,1.09,3,0,8,23-123004
980015973807326153,Stylish and Scenic Hi-Rise Apartment,534223634,Ankit,,Downtown Eastside,49.28396,-123.107,Entire home/apt,650,1,6,2024-03-24,1.04,1,188,6,24-160037
980053540565573029,4-Beds Guest Suite in Van West with City Access,515469496,Trevor,,Oakridge,49.226267078410395,-123.13663137208417,Entire home/apt,259,2,13,2024-04-25,2.25,2,53,13,23-259498
980090150871731665,Gorgeous Skyline Views 1Bed+Den By Rogers Arena,94093489,Jen,,Downtown,49.27533529999999,-123.115076,Entire home/apt,135,90,0,,,5,154,0,Exempt
